1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
1,0.000000,	found 0 at position -1
2,0.000000,	found 1 at position 0
2,0.000000,	found 2 at position 1
2,0.000000,	found 0 at position -1
2,0.000000,	found 2 at position 1
2,0.000000,	found 2 at position 1
2,0.000000,	found 1 at position 0
2,0.000000,	found 2 at position 1
2,0.000000,	found 1 at position 0
2,0.000000,	found 2 at position 1
2,0.000000,	found 2 at position 1
4,0.000000,	found -1 at position -1
4,0.000000,	found 3 at position 2
4,0.000000,	found 2 at position 1
4,0.000000,	found 0 at position -1
4,0.000000,	found 4 at position 3
4,0.000000,	found -1 at position -1
4,0.000000,	found 3 at position 2
4,0.000000,	found 3 at position 2
4,0.000000,	found 3 at position 2
4,0.000000,	found 3 at position 2
8,0.000000,	found 8 at position 7
8,0.000000,	found 9 at position -1
8,0.000000,	found -1 at position -1
8,0.000000,	found -2 at position -1
8,0.000000,	found 8 at position 7
8,0.000000,	found 9 at position -1
8,0.000000,	found 3 at position 2
8,0.000000,	found 6 at position 5
8,0.000000,	found -2 at position -1
8,0.000000,	found 6 at position 5
16,0.000000,	found -1 at position -1
16,0.000000,	found 0 at position -1
16,0.000000,	found 4 at position 3
16,0.000000,	found 2 at position 1
16,0.000000,	found 11 at position 10
16,0.000000,	found 10 at position 9
16,0.000000,	found 1 at position 0
16,0.000000,	found -3 at position -1
16,0.000000,	found -3 at position -1
16,0.000000,	found 11 at position 10
32,0.000000,	found 24 at position 23
32,0.000000,	found 16 at position 15
32,0.000000,	found 14 at position 13
32,0.000000,	found 19 at position 18
32,0.000000,	found 27 at position 26
32,0.000000,	found -5 at position -1
32,0.000000,	found -5 at position -1
32,0.000000,	found 17 at position 16
32,0.000000,	found 24 at position 23
32,0.000000,	found 16 at position 15
64,0.000000,	found 70 at position -1
64,0.000000,	found -21 at position -1
64,0.000000,	found 4 at position 3
64,0.000000,	found 3 at position 2
64,0.000000,	found 7 at position 6
64,0.000000,	found 66 at position -1
64,0.000000,	found 19 at position 18
64,0.000000,	found 25 at position 24
64,0.000000,	found 2 at position 1
64,0.000000,	found 43 at position 42
128,0.000000,	found 16 at position 15
128,0.000000,	found 73 at position 72
128,0.000000,	found 147 at position -1
128,0.000000,	found 97 at position 96
128,0.000000,	found 81 at position 80
128,0.000000,	found 60 at position 59
128,0.000000,	found 113 at position 112
128,0.000000,	found 79 at position 78
128,0.000000,	found 62 at position 61
128,0.000000,	found 11 at position 10
256,0.000000,	found 292 at position -1
256,0.000000,	found 197 at position 196
256,0.000000,	found 154 at position 153
256,0.000000,	found 173 at position 172
256,0.000000,	found 99 at position 98
256,0.000000,	found 63 at position 62
256,0.000000,	found 194 at position 193
256,0.000000,	found 248 at position 247
256,0.000000,	found 282 at position -1
256,0.000000,	found 148 at position 147
512,0.000000,	found 429 at position 428
512,0.000000,	found 449 at position 448
512,0.000000,	found 31 at position 30
512,0.000000,	found 518 at position -1
512,0.000000,	found -7 at position -1
512,0.000000,	found 348 at position 347
512,0.000000,	found 221 at position 220
512,0.000000,	found 321 at position 320
512,0.000000,	found -22 at position -1
512,0.000000,	found 500 at position 499
1024,0.000000,	found 182 at position 181
1024,0.000000,	found 1017 at position 1016
1024,0.000000,	found 445 at position 444
1024,0.000000,	found 628 at position 627
1024,0.000000,	found -123 at position -1
1024,0.000000,	found 248 at position 247
1024,0.000000,	found 538 at position 537
1024,0.000000,	found -288 at position -1
1024,0.000000,	found 561 at position 560
1024,0.000000,	found 514 at position 513
2048,0.000000,	found 1728 at position 1727
2048,0.000000,	found 1622 at position 1621
2048,0.000000,	found 1095 at position 1094
2048,0.000000,	found 431 at position 430
2048,0.000000,	found 1112 at position 1111
2048,0.000000,	found 2047 at position 2046
2048,0.000000,	found 835 at position 834
2048,0.000000,	found 2159 at position -1
2048,0.000000,	found 1613 at position 1612
2048,0.000000,	found 818 at position 817
4096,0.000000,	found -210 at position -1
4096,0.000000,	found 249 at position 248
4096,0.000000,	found 4082 at position 4081
4096,0.000000,	found -9 at position -1
4096,0.000000,	found 1194 at position 1193
4096,0.000000,	found 662 at position 661
4096,0.000000,	found 1533 at position 1532
4096,0.000000,	found 305 at position 304
4096,0.000000,	found 2177 at position 2176
4096,0.000000,	found 913 at position 912
8192,0.000000,	found 1915 at position 1914
8192,0.000000,	found 3896 at position 3895
8192,0.000000,	found 5003 at position 5002
8192,0.000000,	found -883 at position -1
8192,0.000000,	found -1279 at position -1
8192,0.000000,	found 9317 at position -1
8192,0.000000,	found 2266 at position 2265
8192,0.000000,	found 5232 at position 5231
8192,0.000000,	found -1382 at position -1
8192,0.000000,	found 9312 at position -1
16384,0.000000,	found 17180 at position -1
16384,0.000000,	found 16729 at position -1
16384,0.000000,	found 11957 at position 11956
16384,0.000000,	found 15885 at position 15884
16384,0.000000,	found -2638 at position -1
16384,0.000000,	found -3657 at position -1
16384,0.000000,	found 183 at position 182
16384,0.000000,	found 5023 at position 5022
16384,0.000000,	found 17617 at position -1
16384,0.000000,	found -594 at position -1
32768,0.000000,	found 20518 at position 20517
32768,0.000000,	found 29695 at position 29694
32768,0.000000,	found 5799 at position 5798
32768,0.000000,	found 30062 at position 30061
32768,0.000000,	found -1717 at position -1
32768,0.000000,	found 26790 at position 26789
32768,0.000000,	found -10919 at position -1
32768,0.000000,	found 38046 at position -1
32768,0.000000,	found 10029 at position 10028
32768,0.000000,	found 9007 at position 9006
65536,0.000000,	found 45785 at position 45784
65536,0.000000,	found 44711 at position 44710
65536,0.000000,	found 41574 at position 41573
65536,0.000000,	found -16114 at position -1
65536,0.000000,	found 1502 at position 1501
65536,0.000000,	found 18449 at position 18448
65536,0.000000,	found 20509 at position 20508
65536,0.000000,	found 67938 at position -1
65536,0.000000,	found 50987 at position 50986
65536,0.000000,	found -2719 at position -1
131072,0.000000,	found 94999 at position 94998
131072,0.000000,	found 27207 at position 27206
131072,0.000000,	found -35142 at position -1
131072,0.000000,	found -18654 at position -1
131072,0.000000,	found 23978 at position 23977
131072,0.000000,	found 115137 at position 115136
131072,0.000000,	found 48686 at position 48685
131072,0.000000,	found -27722 at position -1
131072,0.000000,	found -30027 at position -1
131072,0.000000,	found 71764 at position 71763
262144,0.000000,	found 203790 at position 203789
262144,0.000000,	found 154331 at position 154330
262144,0.000000,	found 232530 at position 232529
262144,0.000000,	found 286047 at position -1
262144,0.000000,	found 47859 at position 47858
262144,0.000000,	found 94280 at position 94279
262144,0.000000,	found 94384 at position 94383
262144,0.000000,	found -34058 at position -1
262144,0.000000,	found 110480 at position 110479
262144,0.000000,	found 180871 at position 180870
524288,0.000000,	found 488314 at position 488313
524288,0.000000,	found -40343 at position -1
524288,0.000000,	found 127278 at position 127277
524288,0.000000,	found 551734 at position -1
524288,0.000000,	found 358605 at position 358604
524288,0.000000,	found 347233 at position 347232
524288,0.000000,	found 362652 at position 362651
524288,0.000000,	found 7743 at position 7742
524288,0.000000,	found -54504 at position -1
524288,0.000000,	found -154339 at position -1
1048576,0.000000,	found 343627 at position 343626
1048576,0.000000,	found 564782 at position 564781
1048576,0.000000,	found -192669 at position -1
1048576,0.000000,	found 941999 at position 941998
1048576,0.000000,	found 262138 at position 262137
1048576,0.000000,	found 923575 at position 923574
1048576,0.000000,	found 379931 at position 379930
1048576,0.000000,	found 354515 at position 354514
1048576,0.000000,	found 742935 at position 742934
1048576,0.000000,	found 196986 at position 196985
2097152,0.000000,	found 185980 at position 185979
2097152,0.000000,	found 553509 at position 553508
2097152,0.000000,	found 1268821 at position 1268820
2097152,0.000000,	found -411612 at position -1
2097152,0.000000,	found -645926 at position -1
2097152,0.000000,	found 93341 at position 93340
2097152,0.000000,	found 1998273 at position 1998272
2097152,0.000000,	found -202017 at position -1
2097152,0.000000,	found 539880 at position 539879
2097152,0.000000,	found 1802918 at position 1802917
4194304,0.000000,	found 3561488 at position 3561487
4194304,0.000000,	found 766050 at position 766049
4194304,0.000000,	found 3859726 at position 3859725
4194304,0.000000,	found 4649960 at position -1
4194304,0.000000,	found -80318 at position -1
4194304,0.000000,	found -325499 at position -1
4194304,0.000000,	found 453363 at position 453362
4194304,0.000000,	found 3602824 at position 3602823
4194304,0.000000,	found 1692015 at position 1692014
4194304,0.000000,	found 2408629 at position 2408628
8388608,0.000000,	found 4846586 at position 4846585
8388608,0.000000,	found 7278522 at position 7278521
8388608,0.000000,	found 8216291 at position 8216290
8388608,0.000000,	found -1812301 at position -1
8388608,0.000000,	found 1754302 at position 1754301
8388608,0.000000,	found -1133517 at position -1
8388608,0.000000,	found -2112065 at position -1
8388608,0.000000,	found 1959470 at position 1959469
8388608,0.000000,	found 7434843 at position 7434842
8388608,0.000000,	found -1019604 at position -1
16777216,0.000000,	found 18584147 at position -1
16777216,0.000000,	found 16009430 at position 16009429
16777216,0.000000,	found 4776784 at position 4776783
16777216,0.000000,	found 2726226 at position 2726225
16777216,0.000000,	found 19442596 at position -1
16777216,0.000000,	found 2732756 at position 2732755
16777216,0.000000,	found -4869990 at position -1
16777216,0.000000,	found 119823 at position 119822
16777216,0.000000,	found 18958429 at position -1
16777216,0.000000,	found -485332 at position -1
33554432,0.000000,	found 16952330 at position 16952329
33554432,0.000000,	found 12034157 at position 12034156
33554432,0.000000,	found -6010738 at position -1
33554432,0.000000,	found -9247122 at position -1
33554432,0.000000,	found 34859434 at position -1
33554432,0.000000,	found 14181413 at position 14181412
33554432,0.000000,	found 29574216 at position 29574215
33554432,0.000000,	found -7329294 at position -1
33554432,0.000000,	found 4502275 at position 4502274
33554432,0.000000,	found -5084404 at position -1
67108864,0.000000,	found 20944209 at position 20944208
67108864,0.000000,	found 42903292 at position 42903291
67108864,0.000000,	found -2000187 at position -1
67108864,0.000000,	found -5792033 at position -1
67108864,0.000000,	found 6138457 at position 6138456
67108864,0.000000,	found 57076270 at position 57076269
67108864,0.000000,	found 64956 at position 64955
67108864,0.000000,	found 61348547 at position 61348546
67108864,0.000000,	found 36666118 at position 36666117
67108864,0.000000,	found -14869823 at position -1
134217728,0.000000,	found 154001732 at position -1
134217728,0.000000,	found 155913561 at position -1
134217728,0.000000,	found 1139607 at position 1139606
134217728,0.000000,	found -11789847 at position -1
134217728,0.000000,	found 13237249 at position 13237248
134217728,0.000000,	found 51340433 at position 51340432
134217728,0.000000,	found 38478355 at position 38478354
134217728,0.000000,	found 39125488 at position 39125487
134217728,0.000000,	found 57052661 at position 57052660
134217728,0.000000,	found -37634107 at position -1
268435456,0.000000,	found 192431302 at position 192431301
268435456,0.000000,	found 107559423 at position 107559422
268435456,0.000000,	found 259612722 at position 259612721
268435456,0.000000,	found 298268671 at position -1
268435456,0.000000,	found -41497833 at position -1
268435456,0.000000,	found 305656966 at position -1
268435456,0.000000,	found 239748814 at position 239748813
268435456,0.000000,	found -84624887 at position -1
268435456,0.000000,	found 225626403 at position 225626402
268435456,0.000000,	found 272213115 at position -1
